Sr. No,Primary Odor,Sub-odor,CAS-Id,Chemical name,SMILES
35425,Sweet,Fruity,52089-55-1,Ethyl 2-hydroxyhexanoate,CCCCC(C(=O)OCC)O
35426,Sweet,Fruity,52475-89-5,"3-Cyclohexene-1-carboxaldehyde, 3-(4-methyl-3-pentenyl)-",CC(=CCCC1=CCCC(C1)C=O)C
35427,Sweet,Fruity,52557-97-8,Methylcamphenoate,
35428,Sweet,Fruity,52788-71-3,Ethyl 3-p-tolyloxirane-2-carboxylate,CCOC(=O)C1C(O1)C2=CC=C(C=C2)C
35429,Sweet,Fruity,53018-24-9,"4,7-Methano-1H-indene, 3a,4,5,6,7,7a-hexahydro-5-methoxy-",COC1CC2CC1C3C2CC=C3
35430,Sweet,Fruity,64988-06-3,o-(Ethoxymethyl)anisole,CCOCC1=CC=CC=C1OC
35431,Sweet,Fruity,67401-27-8,"3-(3-Butenyl)-2,4,4-trimethylcyclohex-2-en-1-one",CC1=C(C(CCC1=O)(C)C)CCC=C
35432,Sweet,Fruity,67860-01-9,Maltyl butyrate,CCCC(=O)OC1=C(OC=CC1=O)C
35433,Sweet,Fruity,67923-82-4,"Isotridecane, 1,1'-[(3,7-dimethyl-6-octenylidene)bis(oxy)]bis-",CC(C)CCCCCCCCCCOC(CC(C)CCC=C(C)C)OCCCCCCCCCCC(C)C
35434,Sweet,Fruity,67633-92-5,"4,7-Methano-1H-indene, 5-(diethoxymethyl)-3a,4,5,6,7,7a-hexahydro-",CCOC(C1CC2CC1C3C2CC=C3)OCC
35435,Sweet,Fruity,266-803-5,Allyl (3-methylbutoxy)acetate,CC(C)CCOCC(=O)OCC=C
35436,Sweet,Fruity,67634-20-2,"3a,4,5,6,7,7a-Hexahydro-4,7-methano-1H-inden-5-yl isobutyrate",CC(C)C(=O)OC1CC2CC1C3C2CC=C3
35437,Sweet,Fruity,67663-01-8,5-Hexyl-4-methyldihydrofuran-2(3H)-one,CCCCCCC1C(CC(=O)O1)C
35438,Sweet,Fruity,67674-46-8,"6,6-Dimethoxy-2,5,5-trimethylhex-2-ene",CC(=CCC(C)(C)C(OC)OC)C
35439,Sweet,Fruity,67689-50-3,"Tetrahydro-alpha,alpha,5-trimethyl-5-vinylfurfuryl acetate",CC(=O)OC(C)(C)C1CCC(O1)(C)C=C
35440,Sweet,Fruity,67859-96-5,"3,3,5-Trimethylcyclohexyl acetate",CC1CC(CC(C1)(C)C)OC(=O)C
35441,Sweet,Fruity,67874-78-6,Decahydro-2-naphthyl isobutyrate,CC(C)C(=O)OC1CCC2CCCCC2C1
35442,Sweet,Fruity,68039-26-9,Pentyl 2-methylbutyrate,CCCCCOC(=O)C(C)CC
35443,Sweet,Fruity,68039-44-1,"Propanoic acid, 2,2-dimethyl-, 3a,4,5,6,7,7a-hexahydro-4,7-methano-
1H-inden-6-yl ester",
35444,Sweet,Fruity,3494-76-6,"2,4-Diisopropyl-5,5-dimethyl-1,3-dioxane",CC(C)C1C(COC(O1)C(C)C)(C)C
35445,Sweet,Fruity,4359-47-1,"1,3-Dioxolane, 2-(1-ethylpentyl)-",CCCCC(CC)C1OCCO1
35446,Sweet,Fruity,60763-41-9,"1,1-Diethoxy-2-amyl-3-phenyl-2-propene",CCCCCC(=CC1=CC=CC=C1)C(OCC)OCC
35447,Sweet,Fruity,60763-42-0,"3,6-Dimethyl-3-octyl acetate",CCC(C)CCC(C)(CC)OC(=O)C
35448,Sweet,Fruity,60826-15-5,Nonan-3-yl acetate,CCCCCCC(CC)OC(=O)C
35449,Sweet,Fruity,55764-22-2,"Ethanethioic acid, S-(2,5-dimethyl-3-furanyl) ester",CC1=CC(=C(O1)C)SC(=O)C
35450,Sweet,Fruity,60416-24-2,Cyclohexylpropyl acetate,CC(=O)OCCCC1CCCCC1
35451,Sweet,Fruity,68555-57-7,Citronellyl anthranilate,CC(CCC=C(C)C)CCOC(=O)C1=CC=CC=C1N
35452,Sweet,Fruity,68555-59-9,Tetrahydroionyl acetate,CC1CCCC(C1CCC(C)OC(=O)C)(C)C
35453,Sweet,Fruity,68132-80-9,"Hexanoic acid, methyl-, 2-propen-1-yl ester",CCC(C)(C)CCCC(=O)OCC=C
35454,Sweet,Fruity,68227-51-0,2-Methyl-5-oxo-1-cyclopenten-1-yl butyrate,CCCC(=O)OC1=C(CCC1=O)C
35455,Sweet,Fruity,68480-28-4,Prenyl formate,CC(=CCOC=O)C
35456,Sweet,Fruity,68555-63-5,Maltol propionate,CCC(=O)OC1=C(OC=CC1=O)C
35457,Sweet,Fruity,5953-49-1,1-Methylpentyl acetate,CCCCC(C)OC(=O)C
35458,Sweet,Fruity,7367-90-0,Ethyl 3-hydroxyoctanoate,CCCCCC(CC(=O)OCC)O
35459,Sweet,Fruity,80-26-2,alpha-Terpinyl acetate,CC1=CCC(CC1)C(C)(C)OC(=O)C
35460,Sweet,Fruity,68683-20-5,4-(Isopropyl)cyclohexadiene-1-ethyl formate,CC(C)C1=CCC(=CC1)CCOC=O
35461,Sweet,Fruity,68901-15-5,"Acetic acid, (cyclohexyloxy)-, 2-propenyl ester",C=CCOC(=O)COC1CCCCC1
35462,Sweet,Fruity,10108-80-2,Propylene glycol dipropionate,CCC(=O)OCC(C)OC(=O)CC
35463,Sweet,Fruity,10471-96-2,Linalyl valerate,CCCCC(=O)OC(C)(CCC=C(C)C)C=C
35464,Sweet,Fruity,61920-45-4,"4-Isopropyl-2,2,5,5-tetramethyl-1,3-dioxane",CC(C)C1C(COC(O1)(C)C)(C)C
35465,Sweet,Fruity,62439-41-2,"6-Methoxy-2,6-dimethylheptan-1-al",CC(CCCC(C)(C)OC)C=O
35466,Sweet,Fruity,63095-34-1,"Propanenitrile, 3-(10-undecenyloxy)-",C=CCCCCCCCCCOCCC#N
35467,Sweet,Fruity,104986-28-9,"Hexanoic acid, 6-(acetyloxy)-, ethyl ester",CCOC(=O)CCCCCOC(=O)C
35468,Sweet,Fruity,10580-25-3,Citronellyl hexanoate,CCCCCC(=O)OCCC(C)CCC=C(C)C
35469,Sweet,Fruity,13074-63-0,"Cyclopentanone, 3-methyl-2-pentyl-",CCCCCC1C(CCC1=O)C
35470,Sweet,Fruity,13074-65-2,2-Hexylcyclopentanone,CCCCCCC1CCCC1=O
35471,Sweet,Fruity,64165-57-7,"2,4-Dioxaspiro[5.5]undec-8-ene, 3-ethyl-",CCC1OCC2(CCC=CC2)CO1
35472,Sweet,Fruity,71078-31-4,"2,6,9,10-Tetramethyl-1-oxaspiro[4.5]deca-3,6-diene",CC1CC=C(C2(C1C)C=CC(O2)C)C
35473,Sweet,Fruity,25415-67-2,Ethyl 4-methylpentanoate,CCOC(=O)CCC(C)C
35474,Sweet,Fruity,35234-25-4,Ethyl 5-acetoxyoctanoate,CCCC(CCCC(=O)OCC)OC(=O)C
35475,Sweet,Fruity,35926-04-6,1-Hexen-3-yl acetate,CCCC(C=C)OC(=O)C
35476,Sweet,Fruity,35194-30-0,9-Decen-2-one,CC(=O)CCCCCCC=C
35477,Sweet,Fruity,28043-10-9,"Methyl 2,6,6-trimethylcyclohex-2-ene-1-carboxylate",CC1=CCCC(C1C(=O)OC)(C)C
35478,Sweet,Fruity,28231-03-0,Cedrenol,CC1CCC2C13CC(C2(C)C)C(=C)C(C3)O
35479,Sweet,Fruity,29021-37-2,2-Pinen-10-yl isobutyrate,CC(C)C(=O)OCC1=CCC2CC1C2(C)C
35480,Sweet,Fruity,28787-36-2,2-Methyl-4-oxo-4H-pyran-3-yl acetate,CC1=C(C(=O)C=CO1)OC(=O)C
35481,Sweet,Fruity,30640-46-1,"1-Methyl-1,3-cyclohexadiene",CC1=CC=CCC1
35482,Sweet,Fruity,30673-60-0,Propyl decanoate,CCCCCCCCCC(=O)OCCC
35483,Sweet,Fruity,29214-60-6,Ethyl 2-acetyloctanoate,CCCCCCC(C(=O)C)C(=O)OCC
35484,Sweet,Fruity,80-59-1,Tiglic acid,C/C=C(\C)/C(=O)O
35485,Sweet,Fruity,14352-61-5,Methyl cyclohexylacetate,COC(=O)CC1CCCCC1
35486,Sweet,Fruity,5396-89-4,Benzyl acetoacetate,CC(=O)CC(=O)OCC1=CC=CC=C1
35487,Sweet,Fruity,80623-07-0,"Ethyl (1R,2R,6R,7S)-tricyclo[5.2.1.02,6]decane-2-carboxylate",CCOC(=O)[C@@]12CCC[C@@H]1[C@H]3CC[C@@H]2C3
35488,Sweet,Fruity,72007-81-9,1-Ethyl-1-methyl-3-phenylpropyl acetate,CCC(C)(CCC1=CC=CC=C1)OC(=O)C
35489,Sweet,Fruity,2511-00-4,Ethyl 2-cyclohexylpropionate,CCOC(=O)C(C)C1CCCCC1
35490,Sweet,Fruity,1117-65-3,Ethyl 3-octenoate,CCCCC=CCC(=O)OCC
35491,Sweet,Fruity,30772-69-1,"Octahydro-4,7-methano-1H-indenemethyl acetate",CC(=O)OCC1CCC2C1C3CCC2C3
35492,Sweet,Fruity,37064-20-3,Propyl 2-methylbutyrate,CCCOC(=O)C(C)CC
35493,Sweet,Fruity,37837-44-8,Methyl 2-[(phenylmethylene)amino]benzoate,COC(=O)C1=CC=CC=C1N=CC2=CC=CC=C2
35494,Sweet,Fruity,40203-73-4,Methyl cyclopentylideneacetate,COC(=O)C=C1CCCC1
35495,Sweet,Fruity,40379-24-6,Isononyl acetate,CC(C)CCCCCCOC(=O)C
35496,Sweet,Fruity,41270-80-8,Methyl N-formylanthranilate,COC(=O)C1=CC=CC=C1NC=O
35497,Sweet,Fruity,41724-19-0,"Octahydro-7-methyl-1,4-methanonaphthalen-6(2H)-one",CC1CC2C3CCC(C3)C2CC1=O
35498,Sweet,Fruity,50607-64-2,Methyl 2-[(2-methylpentylidene)amino]benzoate,CCCC(C)C=NC1=CC=CC=C1C(=O)OC
35499,Sweet,Fruity,51115-64-1,2-Methylbutyl butyrate,CCCC(=O)OCC(C)CC
35500,Sweet,Fruity,84029-93-6,"3-(1-Ethoxyethoxy)-3,7-dimethyloct-1-ene",CCOC(C)OC(C)(CCCC(C)C)C=C
35501,Sweet,Fruity,87641-24-5,"2'-Methylspiro[bicyclo[2.2.1]heptane-2,5'-[1,3]dioxane]",CC1OCC2(CC3CCC2C3)CO1
35502,Sweet,Fruity,90397-38-9,2-Methylpentyl 2-methylpentanoate,CCCC(C)COC(=O)C(C)CCC
35503,Sweet,Fruity,93981-50-1,"Carbonic acid, ethyl 2,3,6-trimethylcyclohexyl ester",CCOC(=O)OC1C(CCC(C1C)C)C
35504,Sweet,Fruity,72175-33-8,Methyl 3-bicyclo(2.2.1)hept-5-en-2-yl-3-methyloxirane-2-carboxylate,CC1(C(O1)C(=O)OC)C2CC3CC2C=C3
35505,Sweet,Fruity,75147-23-8,"1,5-Dimethylbicyclo[3.2.1]octan-8-one oxime",CC12CCCC(C1=NO)(CC2)C
35506,Sweet,Fruity,57934-97-1,"Ethyl 2,3,6,6-tetramethylcyclohex-2-ene-1-carboxylate",CCOC(=O)C1C(=C(CCC1(C)C)C)C
35507,Sweet,Fruity,80858-47-5,"Benzene, [2-(cyclohexyloxy)ethyl]-",C1CCC(CC1)OCCC2=CC=CC=C2
35508,Sweet,Fruity,30982-03-7,Isobutyl nonanoate,CCCCCCCCC(=O)OCC(C)C
35509,Sweet,Fruity,31565-19-2,Isooctyl acetate,CC(C)CCCCCOC(=O)C
35510,Sweet,Fruity,36880-33-8,5-Ethylthiophene-2-carbaldehyde,CCC1=CC=C(S1)C=O
35511,Sweet,Fruity,50980-84-2,Propylene glycol dibutyrate,CCCC(=O)OCC(C)OC(=O)CCC
35512,Sweet,Fruity,51100-54-0,1-Decen-3-ol,CCCCCCCC(C=C)O
35513,Sweet,Fruity,70214-77-6,"6,8-Dimethylnonan-2-ol",CC(C)CC(C)CCCC(C)O
35514,Sweet,Fruity,74758-91-1,Methylthiomethyl hexanoate,CCCCCC(=O)OCSC
35515,Sweet,Fruity,76649-22-4,Prenyl caproate,CCCCCC(=O)OCC=C(C)C
35516,Sweet,Fruity,76649-23-5,Prenyl isobutyrate,CC(C)C(=O)OCC=C(C)C
35517,Sweet,Fruity,85586-67-0,Isobornyl isobutyrate,CC(C)C(=O)O[C@@H]1C[C@H]2CC[C@@]1(C2(C)C)C
35518,Sweet,Fruity,26446-32-2,"2,3-Dihydroxypropyl 5-hydroxydodecanoate",CCCCCCCC(CCCC(=O)OCC(CO)O)O
35519,Sweet,Fruity,94293-57-9,Menthone-8-thioacetate,
35520,Sweet,Fruity,95962-14-4,2-(2-(4-Methyl-3-cyclohexen-1-yl)propyl)cyclopentanone,CC1=CCC(CC1)C(C)CC2CCCC2=O
35521,Sweet,Fruity,19141-40-3,(R)-2-Phenyl-1-propanol,C[C@@H](CO)C1=CC=CC=C1
35522,Sweet,Fruity,4173-41-5,"3,5-Octadiene-2-one",CCC=CC=CC(=O)C
35523,Sweet,Fruity,5349-62-2,4-Methyl-1-phenylpentan-2-one,CC(C)CC(=O)CC1=CC=CC=C1
35524,Sweet,Fruity,2623-23-6,L-Menthyl acetate,C[C@@H]1CC[C@H]([C@@H](C1)OC(=O)C)C(C)C
35525,Sweet,Fruity,6281-40-9,3-Phenylpropyl hexanoate,CCCCCC(=O)OCCCC1=CC=CC=C1
35526,Sweet,Fruity,5421-17-0,Hexyl phenylacetate,CCCCCCOC(=O)CC1=CC=CC=C1
35527,Sweet,Fruity,6975-60-6,2-Furylacetone,CC(=O)CC1=CC=CO1
35528,Sweet,Fruity,7778-87-2,Propyl heptanoate,CCCCCCC(=O)OCCC
35529,Sweet,Fruity,5454-19--3,Decyl propionate,CCCCCCCCCCOC(=O)CC
35530,Sweet,Fruity,5454-09--1,Decyl butyrate,CCCCCCCCCCOC(=O)CCC
35531,Sweet,Fruity,5457-70-5,Phenethyl octanoate,CCCCCCCC(=O)OCCC1=CC=CC=C1
35532,Sweet,Fruity,3194-17-0,2-Pentanoylfuran,CCCCC(=O)C1=CC=CO1
35533,Sweet,Fruity,106-02-5,Oxacyclohexadecan-2-one,C1CCCCCCCOC(=O)CCCCCC1
35534,Sweet,Fruity,3249-68-1,Ethyl 3-oxohexanoate,CCCC(=O)CC(=O)OCC
35535,Sweet,Fruity,6963-52-6,2-Hexanol butanoate,CCCCC(C)OC(=O)CCC
35536,Sweet,Fruity,6963-56-0,Anisyl butyrate,CCCC(=O)OCC1=CC=C(C=C1)OC
35537,Sweet,Fruity,6624-71-1,Dodecyl isobutyrate,CCCCCCCCCCCCOC(=O)C(C)C
35538,Sweet,Fruity,1551-44-6,Cyclohexyl butyrate,CCCC(=O)OC1CCCCC1
35539,Sweet,Fruity,3724-61-6,Dodecyl butyrate,CCCCCCCCCCCCOC(=O)CCC
35540,Sweet,Fruity,165191-91-3,"2-Heptyl-2,4-dimethyl-1,3-dioxolane",CCCCCCCC1(OCC(O1)C)C
35541,Sweet,Fruity,620-79-1,Ethyl 2-benzylacetoacetate,CCOC(=O)C(CC1=CC=CC=C1)C(=O)C
35542,Sweet,Fruity,7149-29-3,2-Methylallyl butyrate,CCCC(=O)OCC(=C)C
35543,Sweet,Fruity,72903-27-6,"Diethyl 1,4-cyclohexanedicarboxylate",CCOC(=O)C1CCC(CC1)C(=O)OCC
35544,Sweet,Fruity,61759-64-6,"3,7-Dimethylocta-2,6-dienyl 3-oxobutanoate",CC(=CCCC(=CCOC(=O)CC(=O)C)C)C
35545,Sweet,Fruity,3637-14-7,5-Oxooctanoic acid,CCCC(=O)CCCC(=O)O
35546,Sweet,Fruity,2046-17-5,Methyl 4-phenylbutyrate,COC(=O)CCCC1=CC=CC=C1
35547,Sweet,Fruity,7011-83-8,Dihydrojasmone lactone,CCCCCCC1(CCC(=O)O1)C
35548,Sweet,Fruity,7774-44-9,Cyclohexyl isovalerate,CC(C)CC(=O)OC1CCCCC1
35549,Sweet,Fruity,5320-75-2,3-Phenylprop-2-en-1-yl benzoate,C1=CC=C(C=C1)C=CCOC(=O)C2=CC=CC=C2
35550,Sweet,Fruity,7598-60-9,Guaiacol propionate,CCC(=O)OC1=CC=CC=C1OC
35551,Sweet,Fruity,10544-63-5,Ethyl crotonate,CCOC(=O)/C=C/C
35552,Sweet,Fruity,2305-25-1,Ethyl (S)-3-hydroxyhexanoate,CCC[C@@H](CC(=O)OCC)O
35553,Sweet,Fruity,24427-77-8,"2-Cyclohexen-1-one, 4-hydroxy-4-(3-hydroxy-1-butenyl)-3,5,5-
trimethyl-",
35554,Sweet,Fruity,23089-26-1,Levomenol,CC1=CC[C@H](CC1)[C@](C)(CCC=C(C)C)O
35555,Sweet,Fruity,89-82-7,Pulegone,C[C@@H]1CCC(=C(C)C)C(=O)C1
35556,Sweet,Fruity,27743-70-0,Non-2-en-4-one,CCCCCC(=O)/C=C/C
35557,Sweet,Fruity,136115-65-6,"2-Propenoic acid, 3-(methylthio)-, ethyl ester, (E)-",CCOC(=O)/C=C/SC
35558,Sweet,Fruity,136954-20-6,3-Mercaptohexyl acetate,CCCC(CCOC(=O)C)S
35559,Sweet,Fruity,18433-98-2,"Pyrazine, 2,5-dimethyl-3-(3-methylbutyl)-",CC1=CN=C(C(=N1)CCC(C)C)C
35560,Sweet,Fruity,20279-51-0,Hexyl lactate,CCCCCCOC(=O)C(C)O
35561,Sweet,Fruity,20307-83-9,"3-(1,5-Dimethyl-4-hexenyl)-6-methylene-1-cyclohexene",CC(CCC=C(C)C)C1CCC(=C)C=C1
35562,Sweet,Fruity,2050-01--3,Isopentyl isobutyrate,CC(C)CCOC(=O)C(C)C
35563,Sweet,Fruity,21188-58-9,Methyl 3-hydroxyhexanoate,CCCC(CC(=O)OC)O
35564,Sweet,Fruity,2177-77-7,Methyl 2-methylpentanoate,CCCC(C)C(=O)OC
35565,Sweet,Fruity,24295-03-2,2-Acetylthiazole,CC(=O)C1=NC=CS1
35566,Sweet,Fruity,2441-06--7,Ethyl 2-hydroxy-3-methylbutanoate,CCOC(=O)C(C(C)C)O
35567,Sweet,Fruity,24817-51-4,Phenethyl 2-methylbutyrate,CCC(C)C(=O)OCCC1=CC=CC=C1
35568,Sweet,Fruity,27625-35-0,3-Methylbutyl 2-methylbutanoate,CCC(C)C(=O)OCCC(C)C
35569,Sweet,Fruity,29811-50-5,Octyl 2-methylbutyrate,CCCCCCCCOC(=O)C(C)CC
35570,Sweet,Fruity,3054-92-0,"2,3,4-Trimethyl-3-pentanol",CC(C)C(C)(C(C)C)O
35571,Sweet,Fruity,40323-88-4,2-Ethyl-5-methylthiophene,CCC1=CC=C(S1)C
35572,Sweet,Fruity,41654-19-7,Methyl 2-hydroxy-3-methylpentanoate,CCC(C)C(C(=O)OC)O
35573,Sweet,Fruity,4864-61-3,3-Octyl acetate,CCCCCC(CC)OC(=O)C
35574,Sweet,Fruity,4906-24-5,Acetoin acetate,CC(C(=O)C)OC(=O)C
35575,Sweet,Fruity,5132-75-2,Octyl heptanoate,CCCCCCCCOC(=O)CCCCCC
35576,Sweet,Fruity,51755-83-0,3-Mercapto-1-hexanol,CCCC(CCO)S
35577,Sweet,Fruity,54411-06-2,2-Butyl-5-ethylthiophene,CCCCC1=CC=C(S1)CC
35578,Sweet,Fruity,65505-24-0,Isobutyl 2-(methylamino)benzoate,CC(C)COC(=O)C1=CC=CC=C1NC
35579,Sweet,Fruity,66576-71-4,Isopropyl 2-methylbutyrate,CCC(C)C(=O)OC(C)C
35580,Sweet,Fruity,67233-91-4,Ethyl 9-decenoate,CCOC(=O)CCCCCCCC=C
35581,Sweet,Fruity,7774-65-4,Terpinyl isobutyrate,CC1=CCC(CC1)C(C)(C)OC(=O)C(C)C
35582,Sweet,Fruity,7779-70-6,3-Methylbutyl nonanoate,CCCCCCCCC(=O)OCCC(C)C
35583,Sweet,Fruity,7779-75-1,Isobutyl acetoacetate,CC(C)COC(=O)CC(=O)C
35584,Sweet,Fruity,87310-12-1,Nonyl nonan-1-oate,CCCCCCCCCOC(=O)CCCCCCCC
35585,Sweet,Fruity,35234-22-1,Methyl 5-acetoxyhexanoate,CC(CCCC(=O)OC)OC(=O)C
35586,Sweet,Fruity,137886-38-5,"cis-1,2-Dihydroperillaldehyde",CC(=C)C1CCC(CC1)C=O
35587,Sweet,Fruity,28839-13-6,P-Menth-1-en-9-yl acetate,CC1=CCC(CC1)C(C)COC(=O)C
35588,Sweet,Fruity,227456-28-2,3-Mercapto-2-methylpentanal,CCC(C(C)C=O)S
35589,Sweet,Fruity,473438-39-0,3-Mercaptooctanal,CCCCCC(CC=O)S
35590,Sweet,Fruity,51755-72-7,3-Mercaptohexanal,CCCC(CC=O)S
35591,Sweet,Fruity,84642-61-5,1-Methyl-2-oxopropyl butyrate,CCCC(=O)OC(C)C(=O)C
35592,Sweet,Fruity,35234-21-0,Methyl 3-acetoxyoctanoate,CCCCCC(CC(=O)OC)OC(=O)C
35593,Sweet,Fruity,113486-29-6,"3-Methyl-2,4-nonanedione",CCCCCC(=O)C(C)C(=O)C
35594,Sweet,Fruity,39026-94-3,2-Heptyl butyrate,CCCCCC(C)OC(=O)CCC
35595,Sweet,Fruity,14543-49-8,"1,6-Octadiene, 8-methoxy-",COC/C=C/CCCC=C
35596,Sweet,Fruity,41892-32-4,Methyl propanesulfinate,CCCS(=O)OC
35597,Sweet,Fruity,136954-22-8,3-Mercaptohexyl hexanoate,CCCCCC(=O)OCCC(CCC)S
35598,Sweet,Fruity,7779-72-8,Isoamyl pyruvate,CC(C)CCOC(=O)C(=O)C
35599,Sweet,Fruity,136954-21-7,3-Mercaptohexyl butyrate,CCCC(CCOC(=O)CCC)S
35600,Sweet,Fruity,7779-67-1,Isoamyl 3-(2-furan)propionate,CC(C)CCOC(=O)CCC1=CC=CO1
35601,Sweet,Fruity,20665-85-4,Vanillin isobutyrate,CC(C)C(=O)OC1=C(C=C(C=C1)C=O)OC
35602,Sweet,Fruity,10413-18-0,"Tetrahydro-5,6-dimethyl-2H-pyran-2-one",CC1CCC(=O)OC1C
35603,Sweet,Fruity,50862-12-9,Heptyl 2-methylbutyrate,CCCCCCCOC(=O)C(C)CC
35604,Sweet,Fruity,93762-35-7,Pentyl 3-(methylthio)propionate,CCCCCOC(=O)CCSC
35605,Sweet,Fruity,1575-74-2,2-Methyl-4-pentenoic acid,CC(CC=C)C(=O)O
35606,Sweet,Fruity,97231-35-1,2-Methyl-2-(4-methylpent-3-enyl)cyclopropanecarbaldehyde,CC(=CCCC1(CC1C=O)C)C
35607,Sweet,Fruity,26728-44-9,"Ethyl 3,7-dimethyloct-6-enoate",CCOC(=O)CC(C)CCC=C(C)C
35608,Sweet,Fruity,5933-87-9,Pentyl decanoate,CCCCCCCCCC(=O)OCCCCC
35609,Sweet,Fruity,2217-33-6,Tetrahydrofurfuryl butyrate,CCCC(=O)OCC1CCCO1
35610,Sweet,Fruity,42822-86-6,"p-Menthane-3,8-diol",CC1CCC(C(C1)O)C(C)(C)O
35611,Sweet,Fruity,5870-68-8,Ethyl 3-methylpentanoate,CCC(C)CC(=O)OCC
35612,Sweet,Fruity,51534-66-8,Methyl 2-(methylthio)butyrate,CCC(C(=O)OC)SC
35613,Sweet,Fruity,42998-51-6,Benzyl ethyl malonate,CCOC(=O)CC(=O)OCC1=CC=CC=C1
35614,Sweet,Fruity,24401-36-3,2-Phenyl-4-pentenal,C=CCC(C=O)C1=CC=CC=C1
35615,Sweet,Fruity,7779-23-9,Linalyl hexanoate,CCCCCC(=O)OC(C)(CCC=C(C)C)C=C
35616,Sweet,Fruity,16409-46-4,Menthyl isovalerate,CC1CCC(C(C1)OC(=O)CC(C)C)C(C)C
35617,Sweet,Fruity,3460-44-4,alpha-Methylbenzyl butyrate,CCCC(=O)OC(C)C1=CC=CC=C1
35618,Sweet,Fruity,72611-71-3,2-Isobutyl-5-methylthiazole,CC1=CN=C(S1)CC(C)C
35619,Sweet,Fruity,21834-92-4,5-Methyl-2-phenylhex-2-enal,CC(C)C/C=C(/C=O)\C1=CC=CC=C1
35620,Sweet,Fruity,65813-53-8,2-Phenylpropyl isobutyrate,CC(C)C(=O)OCC(C)C1=CC=CC=C1
35621,Sweet,Fruity,80866-83-7,2-Phenylpropyl butyrate,CCCC(=O)OCC(C)C1=CC=CC=C1
35622,Sweet,Fruity,2153-28-8,"Butanoic acid, 1-methyl-1-(4-methyl-3-cyclohexen-1-yl)ethyl ester",CCCC(=O)OC(C)(C)C1CCC(=CC1)C
35623,Sweet,Fruity,2568-25-4,"4-Methyl-2-phenyl-1,3-dioxolane",CC1COC(O1)C2=CC=CC=C2
35624,Sweet,Fruity,38768-63-7,Methyl (p-tolyloxy)acetate,CC1=CC=C(C=C1)OCC(=O)OC
35625,Sweet,Fruity,3549-23-3,Methyl p-tert-butylphenylacetate,CC(C)(C)C1=CC=C(C=C1)CC(=O)OC
35626,Sweet,Fruity,10236-16-5,"2-Hexadecen-1-ol, 3,7,11,15-tetramethyl-, acetate, (2E,7R,11R)-",C[C@@H](CCC[C@@H](C)CCC/C(=C/COC(=O)C)/C)CCCC(C)C
35627,Sweet,Fruity,1754-62-7,Methyl cinnamate,COC(=O)/C=C/C1=CC=CC=C1
35628,Sweet,Fruity,16930-96-4,Hexyl tiglate,CCCCCCOC(=O)/C(=C/C)/C
35629,Sweet,Fruity,142-83-6,"2,4-Hexadienal",C/C=C/C=C/C=O
35630,Sweet,Fruity,106-24-1,Geraniol,CC(=CCC/C(=C/CO)/C)C
35631,Sweet,Fruity,103-36-6,Ethyl cinnamate,CCOC(=O)/C=C/C1=CC=CC=C1
35632,Sweet,Fruity,122-57-6,Benzylideneacetone,CC(=O)/C=C/C1=CC=CC=C1
35633,Sweet,Fruity,625-33-2,3-Penten-2-one,C/C=C/C(=O)C
35634,Sweet,Fruity,79-77-6,beta-Ionone,CC1=C(C(CCC1)(C)C)/C=C/C(=O)C
35635,Sweet,Fruity,42072-39-9,(S)-(+)-3-Methyl-1-pentanol,CC[C@H](C)CCO
35636,Sweet,Fruity,24680-50-0,4-Methoxycinnamaldehyde,COC1=CC=C(C=C1)/C=C/C=O
35637,Sweet,Fruity,1866-31-5,Allyl cinnamate,C=CCOC(=O)/C=C/C1=CC=CC=C1
35638,Sweet,Fruity,10321-71-8,4-Methyl-2-pentenoic acid,CC(C)/C=C/C(=O)O
35639,Sweet,Fruity,43112-32-9,(R)-6-Methyltetrahydro-2H-pyran-2-one,C[C@@H]1CCCC(=O)O1
35640,Sweet,Fruity,10307-60-5,Methyl (2S)-2-methylbutanoate,CC[C@H](C)C(=O)OC
35641,Sweet,Fruity,4440-65-7,3-Hexenal,CC/C=C/CC=O
35642,Sweet,Fruity,6789-80-6,cis-3-Hexenal,CC/C=C\CC=O
35643,Sweet,Fruity,55449-44-0,Methyl (R)-2-methylbutanoate,CC[C@@H](C)C(=O)OC
35644,Sweet,Fruity,27372-03-8,Ethyl 3-hydroxy-2-methylbutyrate,CCOC(=O)C(C)C(C)O
35645,Sweet,Fruity,623-20-1,Ethyl 3-(2-furyl)acrylate,CCOC(=O)/C=C/C1=CC=CO1
35646,Sweet,Fruity,122-67-8,Isobutyl cinnamate,CC(C)COC(=O)/C=C/C1=CC=CC=C1
35647,Sweet,Fruity,723759-62-4,Guaiacol isobutyrate,CC(C)C(=O)OC1=CC=CC=C1OC
35648,Sweet,Fruity,488-10-8,Jasmone,CC/C=C\CC1=C(CCC1=O)C
35649,Sweet,Fruity,141-12-8,Neryl acetate,CC(=CCC/C(=C\COC(=O)C)/C)C
35650,Sweet,Fruity,105-87-3,Geranyl acetate,CC(=CCC/C(=C/COC(=O)C)/C)C
35651,Sweet,Fruity,623-30-3,3-(2-Furyl)acrolein,C1=COC(=C1)/C=C/C=O
35652,Sweet,Fruity,689-67-8,Geranylacetone,CC(=CCC/C(=C/CCC(=O)C)/C)C
